SKU,Scanned_OH_Count,Description,DRS Cost
S002449629,0,Baseball Hat/yankees,4.2
S002449655,0,WB Skirt Long,2.4
S002449689,0,MT L Sleeve,3
S002449705,0,WA Pants/Black,7
S002449710,0,WA Shorts,2.7
S002449714,0,WT Long Sleeve,3.9
S002449718,0,WT Long Sleeve/Como Vintage,3
S002449724,0,WB Pants,4.5
S002449735,0,WT T-Shirt L/S,2.4
S002449745,0,WD Dress Long,4.67
S002449746,0,WD Dress Long,6.4
S002449777,0,Purse Large,5.6
S002449800,0,WA Shorts,3
S002449802,0,WD Dress Long,4.67
S002449803,0,WB Shorts,1.33
S002449818,0,Duffel bag,8
S002449822,0,WT T-Shirt,1.5
S002449823,0,WT T-Shirt L/S,1.8
S002449839,0,WT Long Sleeve,3.9
S002449840,0,WT T-Shirt L/S,1.8
S002449841,0,WT T-Shirt L/S,2.1
S002449842,0,WT T-Shirt L/S,2.1
S002449851,0,WB Denim,3.9
S002449902,0,Purse Small/asis,4.9
S002449909,0,W Boots Leather,9.6
S002449926,0,M Athletic Shoe,11.4
S002449933,0,WD Dress Long,4.55
S002449945,0,MA Jacket,3.6
S002449952,0,WB Khakis,3.9
S002450002,0,WB Pants,3.9
S002450003,0,WB Pants,3.3
S002450016,0,WA Pants,3
S002450023,0,WB Pants,3.3
S002450025,0,WT Long Sleeve,2.4
S002450026,0,WT Long Sleeve,3
S002450027,0,WT Long Sleeve,3.9
S002450036,0,WB Shorts,1.8
S002450043,0,ring- butterfly,0.8
S002450053,0,WB Shorts,1.33
S002450056,0,WB F/W BodySuit,2.7
S002450095,0,WB Skirt Short/contempo,2.6
S002450105,0,WT T-Shirt L/S,2.1
S002450109,0,WB Pants,3.9
S002450122,0,WT LW Cardigan,3.25
S002450127,0,WT Long Sleeve,3
S002450161,0,WA Tank,1.33
S002450179,0,MB Denim,6.18
S002450185,0,Jewelry,0.8
S002450187,0,WT Long Sleeve,3
S002450188,0,WA Short Sleeve,2.1
S002450191,0,WT Long Sleeve,3
S002450193,0,WT Long Sleeve,3
S002450203,0,WT T-Shirt,2.4
S002450207,0,WT T-Shirt L/S,2.4
S002450216,0,WT T-Shirt L/S,2.1
S002450239,0,MB Denim,4.2
S002450255,0,W Swimwear Cover,1.5
S002450267,0,Purse Small / Clear Daisy,1.25
S002450281,0,W Boots Syn / Black,5.6
S002450283,0,WD Dress Long,4.67
S002450284,0,WD Dress Long,3
S002450334,0,1 Pair of Socks/purple,1.65
S002450338,0,MA Tank/byltwhite,3.6
S002450461,0,WD Dress Long,8
S002450494,0,WT T-Shirt L/S,3
S002450528,0,WT Long Sleeve,1.5
S002450586,0,Jewelry/Pura Vida,0.4
S002450588,0,Jewelry/S Necklace,0.8
S002450592,0,WB Skirt Long/2pc,3
S002450680,0,WT T-Shirt L/S,3
S002450706,0,Sports Bra,4.2
S002450710,0,WD Dress Short,3.96
S002450728,0,WB Denim,5.94
S002450730,0,W Swimwear top- green,1.8
S002450732,0,W Swimwear bottom- flower,1.5
S002450752,0,WB Shorts,2.4
S002450755,0,MT S Sleeve,2.7
S002450756,0,WB Pants,3.9
S002450769,0,WB Pants,3.9
S002450777,0,WD Dress Long,4.67
S002450781,0,WB Pants,3.3
S002450791,0,WB Shorts,1.8
S002450812,0,WB Pants,3.9
S002450819,0,WD Dress Long / Fiestar,4.55
S002450825,0,WT T-Shirt,1.5
S002450834,0,WD Dress Long,4.55
S002450858,0,WD Dress Short / 2 pc,3
S002450890,0,MA Shorts,3
S002450937,0,WD Dress Short,2.8
S002450938,0,WD Dress Short,2.45
S002450967,0,WB S/S BodySuit,3.57
S002451049,0,WT Long Sleeve,3
S002451063,0,WA Pants,3.6
S002451064,0,WA Pants,3.6
S002451101,0,MA Tank,2.4
S002451106,0,WT Long Sleeve,3.9
S002451110,0,W Swimwear,1.5
S002451113,0,WA Shorts,3.6
S002451114,0,WB Pants,3.3
S002451115,0,WD Dress Short,4.62
S002451118,0,WB Pants,3.9
S002451139,0,WB Pants,3.9
S002451149,0,WT T-Shirt,1.5
S002451152,0,WD Dress Short,5.6
S002451153,0,WB Pants,2.7
S002451167,0,WD Dress Short,2.45
S002451170,0,WB Pants,3.3
S002451176,0,WD Dress Short,5.6
S002451177,0,WB Pants,5.95
S002451189,0,WD Dress Short,2.45
S002451193,0,WB Pants,3.9
S002451196,0,WD Dress Short,4.62
S002451229,0,WT Long Sleeve,2.4
S002451296,0,Sports Bra,1.8
S002451300,0,WT Long Sleeve,2.4
S002451306,0,WD Dress Short,2.45
S002451317,0,WT T-Shirt L/S,1.8
S002451325,0,MT S Sleeve,2.1
S002451329,0,WA Tank,3.6
S002451362,0,WA Pants,10
S002451380,0,Sports Bra/2 pc,2.4
S002451414,0,WB Denim,4.55
S002451435,0,WB Pants,3.3
S002451442,0,MB Pants,3.3
S002451519,0,MT T-Shirt,2.6
S002451541,0,WT T-Shirt- asis,1.8
S002451548,0,W Swimwear Bottom / 2pc,1.5
S002451551,0,WD Dress Short,2.8
S002451554,0,WT LW Sweatshirt,3
S002451556,0,WD Dress Short,2.8
S002451561,0,WD Dress Short,3
S002451571,0,WB Pants,3.9
S002451586,0,WT Long Sleeve,2.4
S002451597,0,WD Dress Short,3.96
S002451600,0,WB Pants,3.9
S002451602,0,WB Skirt Short,2.6
S002451611,0,WT T-Shirt L/S,2.1
S002451621,0,WT T-Shirt L/S,3
S002451623,0,WT T-Shirt,2.7
S002451626,0,Jewelry,0.6
S002451627,0,Jewelry,0.6
S002451628,0,Jewelry,0.6
S002451629,0,Jewelry,0.6
S002451630,0,Jewelry,0.6
S002451631,0,Jewelry,0.6
S002451642,0,WD Dress Short,3.96
S002451645,0,WT Long Sleeve,3
S002451648,0,WD Dress Short,2.45
S002451687,0,WA Tank,3.3
S002451690,0,WA Tank,1.33
S002451717,0,WT T-Shirt L/S,1.8
S002451719,0,WD Dress Short,5.6
S002451723,0,MT T-Shirt/ halloween,1.8
S002451737,0,Belt,1.5
S002451753,0,Sports Bra,3.6
S002451824,0,socks emperor new groove,0.6
S002451894,0,WB Skirt Short,1.65
S002451902,0,WO Denim,4.55
S002451903,0,WO Denim,6.65
S002451905,0,WT LW Sweatshirt,3.6
S002451913,0,WT T-Shirt L/S,2.4
S002451919,0,WB Pants,4.5
S002451945,0,WD Dress Long/lisamarie,2.4
S002451995,0,WD Dress Short,3.96
S002452000,0,WD Dress Long,2.1
S002452034,0,WD Dress Short,4.62
S002452036,0,MB Pants,4.5
S002452044,0,WB Black,3.6
S002452048,0,WT T-Shirt L/S,3
S002452052,0,WB Black,3.6
S002452062,0,WT Long Sleeve,4.55
S002452067,0,WB Black,4.2
S002452078,0,WD Dress Short,3.96
S002452090,0,WT Long Sleeve,3
S002452124,0,WT Long Sleeve,3
S002452125,0,WT T-Shirt L/S,2.4
S002452126,0,WO Leather,3.6
S002452153,0,Jewelry / Silver Star Earrings,0.6
S002452155,0,WT Long Sleeve,2.4
S002452165,0,WD Dress Long/cardigan,1.5
S002452166,0,WD Dress Long/cardigan,1.5
S002452194,0,WD Dress Long,3
S002452213,0,Belt red snakeskin,3.6
S002452218,0,WT Long Sleeve,1.5
S002452228,0,WT LW Sweatshirt,1.8
S002452230,0,WT T-Shirt L/S,2.4
S002452234,0,WT T-Shirt L/S,1.33
S002452255,0,WD Dress Short,2.8
S002452263,0,WA Romper,2.4
S002452271,0,WT Long Sleeve,3
S002452275,0,choker,0.8
S002452282,0,WT Long Sleeve,3
S002452286,0,WT Long Sleeve,3
S002452310,0,WD Dress Long,3
S002452323,0,WB Skirt Short / 2 pc,1.65
S002452336,0,MA Jacket,4.8
S002452356,0,WB Denim,4.8
S002452370,0,WA Shorts,2.7
S002452374,0,WA Shorts,3.6
S002452375,0,WT LW Sweatshirt,2.4
S002452400,0,WT Long Sleeve,2.4
S002452439,0,MT T-Shirt,2.1
S002452442,0,WA Pants,5.85
S002452534,0,WD Dress Short,3.96
S002452539,0,WB Pants,4.5
S002452542,0,WB Skirt Long,3
S002452555,0,MT T-Shirt,1.8
S002452563,0,WD Dress Long,2.4
S002452577,0,WA Pants,4.2
S002452611,0,WD Dress Long,4.67
S002452641,0,WB Pants,3.9
S002452650,0,MA Short Sleeve,2.7
S002452678,0,WA Skirt/red,1.5
S002452696,0,WB Pants,3.9
S002452697,0,WB Pants,3.9
S002452699,0,WT Long Sleeve,2.4
S002452732,0,WT Long Sleeve,3.9
S002452743,0,WB Pants/As Is,3.9
S002452750,0,WT Long Sleeve,3.6
S002452754,0,Wallet,2.1
S002452765,0,WD Dress Long,7.2
S002452780,0,WB Black,3.6
S002452785,0,WT Long Sleeve,3
S002452805,0,WT Long Sleeve,3.9
S002452809,0,WB Denim,3.9
S002452871,0,WB Pants,3.9
S002452876,0,WA Long Sleeve,4.2
S002452895,0,Purse Large/eeste lauder,5.6
S002452911,0,WT T-Shirt L/S,2.4
S002452927,0,WT Long Sleeve / 2pc,3
S002452945,0,WA Shorts,3
S002452961,0,WB Pants,3.9
S002452970,0,WD Dress Long / RuApparel,2.4
S002453012,0,Purse Small,7.6
S002453026,0,WD Dress Long,3
S002453083,0,WT T-Shirt / Pride,1.8
S002453086,0,WT T-Shirt / Pride,1.8
S002453125,0,WB Skirt Short,1.65
S002453130,0,WB Skirt Short,1.65
S002453136,0,WT Long Sleeve,2.4
S002453157,0,WT Long Sleeve,2.4
S002453165,0,WT Long Sleeve,3
S002453243,0,MB Denim,4.2
S002453259,0,WT Long Sleeve,2.4
S002453274,0,WD Dress Short,2.45
S002453293,0,W Swim Top,1.2
S002453296,0,WD Dress Short,2.8
S002453300,0,W Boots Syn,4.2
S002453334,0,Purse Small,2.1
S002453365,0,MT LW Sweatshirt,3.9
S002453443,0,WB Denim,3.3
S002453460,0,Belt,2.4
S002453465,0,Purse Small,4
S002453479,0,MT T-Shirt,1.07
S002453498,0,WB Pants,3.3
S002453513,0,WD Dress Short,1.8
S002453530,0,WA Long Sleeve,8.36
S002453588,0,MT T-Shirt/nowherefast,1.8
S002453608,0,WB Denim,4.8
S002453634,0,Sports Bra,1.5
S002453635,0,WA Tank,1.07
S002453637,0,WD Dress Long/aakaa,4.55
S002453642,0,Hair Clip,0.6
S002453643,0,Hair Clip,0.6
S002453644,0,Hair Clip,0.6
S002453672,0,MT T-Shirt,1.07
S002453685,0,WB Shorts/2pc,1.8
S002453696,0,WB Pants,3.3
S002453697,0,WB Skirt Long/VINTAGE/maren,1.8
S002453699,0,WT T-Shirt L/S,1.33
S002453706,0,WA Skirt/blue,1.5
S002453708,0,WA Pants,3.6
S002453709,0,WT Long Sleeve,2.4
S002453758,0,WB Pants,3.9
S002453765,0,WT Long Sleeve,3
S002453772,0,Jewelry / Brighton Cross Bracelet,2
S002453785,0,WA Long Sleeve,3.3
S002453804,0,WB Pants,3.3
S002453812,0,WB Denim,4.8
S002453869,0,WT LW Sweater,3.9
S002453896,0,W Swimwear/top,1.5
S002453924,0,WT Long Sleeve,3
S002453926,0,Purse Large,16
S002453940,0,WT T-Shirt L/S,2.7
S002453942,0,WT T-Shirt L/S,2.7
S002453943,0,WT T-Shirt L/S,2.7
S002453944,0,WT Long Sleeve,3.9
S002453978,0,WT T-Shirt L/S,2.4
S002454004,0,WB Pants,3.3
S002454005,0,WT T-Shirt,2.1
S002454006,0,WT T-Shirt L/S,2.1
S002454011,0,WT T-Shirt L/S,2.7
S002454024,0,WB Shorts,2.4
S002454031,0,WT Long Sleeve,3
S002454041,0,WA Pants,3
S002454055,0,WT T-Shirt L/S,2.4
S002454061,0,WD Dress Short,3.96
S002454065,0,WD Dress Short,3.96
S002454091,0,WT T-Shirt,1.8
S002454093,0,WT T-Shirt,1.2
S002454098,0,W Athletic Shoe/Rainbow,10
S002454099,0,W Athletic Shoe/Pink,11.4
S002454103,0,WT T-Shirt L/S/Splash,1.5
S002454157,0,WT T-Shirt,1.8
S002454185,0,WT Long Sleeve,3
S002454205,0,WA Pants,7
S002454220,0,MB Shorts,5.6
S002454243,0,WT Long Sleeve,2.4
S002454244,0,WT Long Sleeve,3.9
S002454251,0,WT Long Sleeve,3.25
S002454308,0,WB Pants,3.9
S002454332,0,WB Pants,3.3
S002454346,0,WD Dress Short,4.62
S002454427,0,WB Pants,4.5
S002454448,0,WT T-Shirt L/S,2.7
S002454464,0,MA Pants,3
S002454487,0,WD Dress Long,4.55
S002454494,0,WB Denim,4.8
S002454495,0,WT T-Shirt,1.8
S002454496,0,WT Long Sleeve,3.9
S002454501,0,MT T-Shirt,1.8
S002454523,0,W Sandals Syn,4.2
S002454535,0,WB S/S BodySuit,2.4
S002454543,0,Backpack,1.6
S002454559,0,WT Long Sleeve,2.4
S002454561,0,WB Pants,4.5
S002454581,0,MT S Sleeve,1.5
S002454599,0,WT Long Sleeve,3
S002454600,0,WT Long Sleeve,3
S002454604,0,WB Pants,3.9
S002454614,0,WT T-Shirt L/S,1.8
S002454617,0,WT T-Shirt L/S,2.4
S002454622,0,WT T-Shirt L/S,1.8
S002454665,0,MT L Sleeve,3.6
S002454685,0,WT T-Shirt L/S,2.1
S002454700,0,WT T-Shirt L/S,2.4
S002454706,0,WB Denim,4.55
S002454734,0,WB Denim,4.8
S002454736,0,WT T-Shirt,1.8
S002454796,0,Earrings/mickeymouse,2
S002454818,0,WT S Sleeve/lavenderfield,1.8
S002454845,0,WT LW Sweater,3.25
S002454853,0,Sports Bra/ethika,1.33
S002454896,0,WD Dress Short,2.45
S002455005,0,WB Denim,6.5
S002455007,0,WB Denim,4.8
S002455016,0,WB Denim,3.9
S002455035,0,Jewelry,0.8
S002455039,0,Sports Bra,2.4
S002455056,0,WA Shorts,2.1
S002455063,0,WT Long Sleeve / Bride&Bette,1.5
S002455136,0,WT T-Shirt L/S,1.8
S002455173,0,WD Dress Long/blush,2.4
S002455176,0,M Athletic Shoe/black,11.4
S002455184,0,W Athletic Shoe,8.36
S002455294,0,MB Pants,3.9
S002455306,0,WB Pants / ChoppShop,4.5
S002455350,0,MT S Sleeve,2.4
S002455351,0,MT S Sleeve,2.4
S002455354,0,WB Skirt Short,2.6
S002455363,0,Purse Large / Pink,2.4
S002455364,0,Purse Small / Pink,1.5
S002455365,0,Purse Small / Pink,1.5
S002455366,0,Purse Small / Pink,1.5
S002455367,0,Purse Small / Pink,1.5
S002455368,0,Purse Large / Black,3.25
S002455369,0,Purse Small / Tan UrbanOriginals,2.1
S002455383,0,WB Pants,3.3
S002455412,0,WT Long Sleeve,2.4
S002455447,0,MB Pants,3.9
S002455466,0,WB Skirt Short,2.6
S002455479,0,WA Shorts,2.97
S002455482,0,WT T-Shirt L/S,2.1
S002455491,0,M Athletic Shoe/gold,9.5
S002455564,0,MA Shorts,4.2
S002455585,0,WT T-Shirt L/S,2.1
S002455587,0,WT Long Sleeve,3.9
S002455591,0,Purse Large,3.15
S002455635,0,WT T-Shirt L/S,1.8
S002455672,0,W Swimwear,1.8
S002455687,0,WA Pants,5.85
S002455725,0,WB Skirt Short,1.33
S002455740,0,WT T-Shirt L/S,1.8
S002455754,0,WA Shorts,3
S002455766,0,MB Pants,4.88
S002455795,0,W Casual Shoe Syn,12
S002455819,0,WB Black,4.8
S002455845,0,WB Pants,3.9
S002455868,0,WD Dress Short,2.45
S002455915,0,WB Pants,3.9
S002455944,0,WB Skirt Short,2.45
S002455959,0,WB Pants,3.9
S002455964,0,MT T-Shirt / 2PAC,1.8
S002455990,0,WD Dress Long / BOG,3.6
S002456016,0,M Athletic Shoe / White,15.2
S002456063,0,WB Black,3
S002456064,0,WT Long Sleeve,2.4
S002456099,0,WB Pants/micas,2.7
S002456130,0,WT Long Sleeve,3
S002456135,0,WT Long Sleeve,2.4
S002456145,0,WT T-Shirt,1.8
S002456147,0,MT T-Shirt L/S,2.4
S002456156,0,WB Denim,5.33
S002456158,0,WB Pants,3.9
S002456171,0,MA Long Sleeve,3.3
S002456178,0,WB Pants,2.7
S002456181,0,W Swimwear Top / 2pc,1.8
S002456182,0,W Swimwear Bottom / 2pc,1.8
S002456188,0,MB Denim,3.9
S002456214,0,WT T-Shirt L/S,3
S002456248,0,WD Dress Short,3.96
S002456251,0,WD Jumpsuit,3
S002456262,0,WD Dress Long,3
S002456301,0,WT T-Shirt L/S,2.4
S002456351,0,WT Long Sleeve,3
S002456362,0,Socks/alo,1.65
S002456364,0,Bodysuit,4.2
S002456409,0,WD Dress Long,4.55
S002456411,0,WA Tank/orangesquareneck,1.6
S002456412,0,WD Dress Long,3.9
S002456414,0,WD Dress Long,3.9
S002456416,0,WD Dress Long/swimcoverup,3.9
S002456418,0,WD Dress Long,4.55
S002456435,0,WD Dress Short,1.98
S002456488,0,WA Shorts,2.97
S002456496,0,WD Dress Long,2.4
S002456503,0,WB Khakis,4.88
S002456536,0,Jewelry / Silver Set Earring,1.5
S002456540,0,Jewelry / Silver S Earrings,0.8
S002456547,0,Jewelry / Silver Ring,0.6
S002456549,0,Jewelry / Silver Necklace,2
S002456551,0,Jewelry / 2 Hairclips,1.5
S002456558,0,WD Dress Long/NSR,4.67
S002456565,0,WD Dress Long,8
S002456580,0,WB Pants,3.3
S002456604,0,WT T-Shirt L/S/Kirious,2.7
S002456619,0,WA Shorts,2.7
S002456630,0,WT Long Sleeve,3.9
S002456649,0,WD Dress Long,4.55
S002456652,0,Jewelry / ClearBead Bracelet,0.8
S002456656,0,WB Pants,3.9
S002456658,0,WB Pants,3.9
S002456675,0,WT Tank,1.8
S002456676,0,WT Long Sleeve,2.4
S002456680,0,WT Long Sleeve,3
S002456695,0,WD Dress Long,8
S002456725,0,W Athletic Shoe,8.36
S002456755,0,WA Pants,4.2
S002456770,0,WB Pants,3.3
S002456804,0,WB Pants,4.5
S002456807,0,WT Long Sleeve,2.4
S002456808,0,WB Pants,3.3
S002456832,0,Belt/brpwn,2.4
S002456845,0,WT Long Sleeve,3
S002456854,0,WB Pants,3.3
S002456857,0,WB Pants,4.5
S002456859,0,WB Pants,3.9
S002456862,0,WB Pants,3.9
S002456870,0,WB Pants,3.9
S002456873,0,WB Pants,3.3
S002456899,0,MT T-Shirt,2.6
S002456908,0,WB Denim,2.7
S002456916,0,WB Black,3.6
S002456926,0,WT Long Sleeve,3
S002456929,0,WT Long Sleeve,1.5
S002456933,0,WT Tank / Angel,1
S002456936,0,WT Long Sleeve,2.4
S002456945,0,WT Long Sleeve,2.4
S002456954,0,WT T-Shirt,1.5
S002456983,0,WT Long Sleeve,3.9
S002456988,0,WD Dress Long /morilee,7.6
S002457042,0,WD Dress Long,3
S002457053,0,WB Pants,3.3
S002457067,0,Jewelry / Silver Ring,0.6
S002457069,0,Jewelry / Silver Ring,0.6
S002457072,0,Jewelry / Silver Ring,0.6
S002457074,0,Jewelry / Silver Ring,0.6
S002457087,0,1 Cat Lanyard,0.9
S002457100,0,MT LW Sweatshirt,1.8
S002457101,0,Men's Messenger Bag,4.9
S002457144,0,WT Long Sleeve,3.9
S002457160,0,WB Skirt Short,1.2
S002457163,0,WD Dress Long/swimcoverup,2.4
S002457202,0,WD Dress Long,6.4
S002457249,0,MB Denim,5.85
S002457257,0,WD Dress Long / Taylor,4.67
S002457275,0,Jewelry / Gold Heart Necklace,1.5
S002457381,0,WT Long Sleeve,3
S002457403,0,MB Pants,3.9
S002457413,0,MB Denim,4.2
S002457416,0,WT Long Sleeve,2.4
S002457418,0,WT Long Sleeve,3
S002457424,0,WT Long Sleeve,2.4
S002457493,0,MB Shorts,1.87
S002457535,0,WD Dress Short,2.4
S002457548,0,WB Denim,4.55
S002457567,0,WT Long Sleeve,3.9
S002457586,0,Sports Bra,3
S002457590,0,WB Shorts,3.6
S002457602,0,WT Long Sleeve,3.9
S002457603,0,WT Long Sleeve,3
S002457605,0,WD Dress Long,4.67
S002457628,0,WD Dress Short/horoscope,4.2
S002457633,0,WB Denim,4.8
S002457645,0,WT Long Sleeve,3.25
S002457661,0,WD Dress Long,4.67
S002457670,0,WB Pants,2.7
S002457682,0,WB Pants,3.9
S002457683,0,WB Pants,5.95
S002457686,0,WB Khakis,4.5
S002457687,0,WB Pants,4.5
S002457700,0,WD Dress Short,2.1
S002457715,0,WT Tank,1.3
S002457754,0,MT T-Shirt/g-star,1.8
S002457760,0,WT T-Shirt,1.8
S002457770,0,WD Dress Short,2.45
S002457795,0,WD Dress Long/candalite,2.4
S002457832,0,WB Pants,5.95
S002457844,0,WB Pants,3.9
S002457863,0,WA Tank/macaca,2.1
S002457894,0,Purse Small/blackflower,1.25
S002457921,0,WD Dress Short,4.2
S002457938,0,WB Black/zoe+pheobe,4.2
S002457965,0,WB F/W BodySuit,2.7
S002458011,0,WB Shorts,1.33
S002458012,0,WB Shorts,1.33
S002458013,0,WB Shorts,1.33
S002458053,0,M Athletic Shoe/As Is/685153-001,9.5
S002458054,0,W Athletic Shoe/CD4372-501,9.5
S002458055,0,W Athletic Shoe/as is/BQ2728-601,7.6
S002458056,0,M Athletic Shoe/553558-611,15.2
S002458057,0,M Athletic Shoe/553558-611,15.2
S002458058,0,M Athletic Shoe/854262-001,13.3
S002458059,0,W Athletic Shoe/BQ6166-403,8.36
S002458060,0,M Athletic Shoe/CW5458-100,11.4
S002458061,0,W Athletic Shoe/PURPLE,7.6
S002458062,0,M Athletic Shoe/DH5392-001,11.4
S002458063,0,M Athletic Shoe/AQ0927-100,9.5
S002458064,0,M Athletic Shoe/AQ0926-001,9.5
S002458065,0,M Athletic Shoe/CW5456-100,9.5
S002458082,0,WT Long Sleeve / CasualFreedom,2.4
S002458112,0,Sports Bra,1.5
S002458113,0,Sports Bra,1.5
S002458123,0,WB Pants,4.5
S002458125,0,WB Khakis,4.5
S002458146,0,Necklace/mom,2
S002458147,0,Bracelet/mom,2
S002458150,0,Ring/pinkbox,0.8
S002458158,0,WT Tank,1.3
S002458166,0,Jewelry,0.8
S002458184,0,Hat,2.4
S002458243,0,WA Short Sleeve,4.8
S002458293,0,WT Tank,1.8
S002458309,0,MB Shorts,3.9
S002458320,0,WB Pants,3.3
S002458322,0,WB Pants,2.7
S002458325,0,WD Dress Long/coverup,2.1
S002458359,0,WD Dress Long,2.1
S002458370,0,WB Pants,3.3
S002458386,0,WB Pants,3.3
S002458387,0,WB Black,3.6
S002458406,0,WB Khakis,4.5
S002458418,0,WT Long Sleeve,2.4
S002458419,0,WT Long Sleeve,2.4
S002458421,0,WT Long Sleeve,2.4
S002458422,0,WT Long Sleeve,2.4
S002458423,0,WD Dress Long,4.67
S002458462,0,WT Tank,1.3
S002458473,0,WB Pants,3.3
S002458475,0,WB Pants,3.3
S002458490,0,WB Pants,3.3
S002458491,0,WB Pants,3.3
S002458502,0,WB Black,3
S002458504,0,WB Pants,3.9
S002458520,0,WB Pants,3.9
S002458538,0,WB Pants,3.3
S002458558,0,WT Long Sleeve,2.4
S002458560,0,Sports Bra,2.1
S002458570,0,WT S Sleeve,1.8
S002458577,0,Jewelry / Strawberry Earrings,1.5
S002458592,0,WT Long Sleeve,2.4
S002458609,0,WB F/W BodySuit/tan,1.8
S002458624,0,WD Dress Long / Honey&Sparkle,4.67
S002458664,0,WT T-Shirt,1.8
S002458673,0,WT T-Shirt L/S,1.8
S002458686,0,WD Dress Long,4.67
S002458687,0,WD Dress Long,3
S002458695,0,WA Pants,3
S002458733,0,WB Khakis,3.9
S002458743,0,WB Pants/styleme,3.9
S002458749,0,WT T-Shirt,1.8
S002458775,0,WA Long Sleeve / 2 pc,4.2
S002458825,0,WB Skirt Short,1.65
S002458828,0,WD Dress Short,3.96
S002458838,0,MA Pants,5.2
S002458859,0,WD Dress Long,3.96
S002458863,0,WT T-Shirt L/S,1.33
S002458865,0,WA Pants/Bechamel,1.8
S002458880,0,W Swimwear,1.8
S002458881,0,WD Dress Short,1.8
S002458889,0,WT Tank,1.33
S002458893,0,WD Dress Short,3.96
S002458923,0,WT T-Shirt L/S,1.8
S002458924,0,WT T-Shirt L/S,2.1
S002458926,0,WT T-Shirt L/S,2.4
S002458959,0,WT T-Shirt L/S,2.1
S002458962,0,WA Tank,1.6
S002458965,0,WD Dress Short,3.96
S002458973,0,WT T-Shirt L/S,2.1
S002458974,0,WT T-Shirt L/S,1.8
S002458975,0,WT T-Shirt L/S,1.8
S002458982,0,WA Pants,2.4
S002458998,0,WB Pants,3.9
S002459033,0,WD Dress Long/pq,2.4
S002459048,0,WT Long Sleeve,3.9
S002459055,0,WB Black,4.2
S002459075,0,WA Tank/nikibiki,1.6
S002459076,0,WA Tank/nikibiki,1.6
S002459077,0,WA Tank/ododos,1.6
S002459116,0,WT T-Shirt L/S,2.1
S002459118,0,WB Skirt Short,3.3
S002459120,0,WB Pants/Rollas,3.9
S002459121,0,WB Pants,4.5
S002459122,0,WB Pants,4.5
S002459126,0,MT LW Sweatshirt,5.6
S002459129,0,WB S/S BodySuit,1.5
S002459145,0,WT Long Sleeve,2.4
S002459155,0,WD Dress Short/Arc & Co,3.96
S002459158,0,WT T-Shirt L/S,2.4
S002459181,0,WB Skirt Long,2.4
S002459230,0,M Casual Shoe Syn,4.2
S002459232,0,W Casual Shoe Syn,3.5
S002459243,0,WA Tank,1.33
S002459250,0,WB Pants,2.7
S002459263,0,MB Pants,5.7
S002459342,0,MB Pants,3.9
S002459356,0,WB Pants,4.5
S002459369,0,MA Shorts,4.2
S002459381,0,MT LW Sweatshirt,3.25
S002459412,0,WT Long Sleeve,3
S002459441,0,WD Dress Long,3.9
S002459444,0,WB Skirt Short/2pc,1.3
S002459446,0,WD Dress Long,2.4
S002459449,0,WD Dress Long,3.9
S002459477,0,WA Long Sleeve,3
S002459483,0,WT T-Shirt,1.8
S002459490,0,WT Long Sleeve,1.5
S002459492,0,WA Shorts,3
S002459512,0,WT LW Sweater,3.9
S002459539,0,M Athletic Shoe / Black,7.6
S002459566,0,W Athletic Shoe/DX3705-001,15.2
S002459584,0,MO Light,3.3
S002459604,0,MO Light/americanbreed,4.8
S002459610,0,WA Shorts,2.1
S002459628,0,WB Pants,3.9
S002459635,0,WD Dress Long,6.84
S002459637,0,WD Dress Long,4.55
S002459658,0,MT T-Shirt,1.8
S002459661,0,MT T-Shirt,2.6
S002459683,0,MT T-Shirt,2.1
S002459692,0,WB Denim,3.3
S002459705,0,WT Long Sleeve,3
S002459710,0,WT Long Sleeve,3
S002459719,0,Jewelry,0.6
S002459720,0,Jewelry,0.6
S002459722,0,Jewelry,0.6
S002459723,0,WD Dress Short,4.2
S002459726,0,WD Dress Long,4.55
S002459727,0,WT Long Sleeve,4.55
S002459748,0,WT LW Sweatshirt,7.6
S002459750,0,W Swimwear,1.5
S002459759,0,WD Dress Long,3
S002459762,0,WA Pants,2.4
S002459769,0,WB Pants,3.9
S002459770,0,WB Pants,3.9
S002459780,0,WD Dress Long,8.8
S002459783,0,WD Dress Long,4.55
S002459798,0,WT Long Sleeve,2.4
S002459802,0,WT Long Sleeve,3.9
S002459809,0,MB Pants,3.9
S002459834,0,WD Dress Long,4.55
S002459865,0,WT Tank,1.3
S002459868,0,M Athletic Shoe / Black,9.5
S002459917,0,WD Dress Short,3.96
S002459918,0,WD Dress Short,5.6
S002459919,0,WD Dress Long,7.2
S002459920,0,WD Dress Short,3.96
S002459922,0,WD Dress Long,4.67
S002459937,0,WT T-Shirt L/S,2.1
S002459939,0,WT T-Shirt / StrawberryShortcake,1.5
S002459942,0,WT Long Sleeve,2.4
S002459943,0,WT Long Sleeve,2.4
S002459944,0,WT Long Sleeve,3
S002459969,0,WD Dress Long,7.2
S002459971,0,WA Short Sleeve,3.6
S002459997,0,MB Pants,3.9
S002460001,0,WT T-Shirt L/S,2.4
S002460006,0,WT Long Sleeve/midnighthour,3
S002460007,0,WB Denim,4.8
S002460029,0,MT T-Shirt,1.2
S002460052,0,MB Denim,3.9
S002460061,0,WT T-Shirt L/S,1.8
